"year","month","year_month","day","cardinal_direction","speed_bin","count_speed_bin","count_total","cumulative_percent_frequency"
"2010","5","2010-May","4","SE",3,"32","81","91.3580246913580246"
"2010","5","2010-May","4","SE",4,"6","81","98.7654320987654320"
"2010","5","2010-May","4","SE",5,"1","81","99.9999999999999999"
"2010","5","2010-May","4","SW",2,"7","15","46.6666666666666667"
"2010","5","2010-May","4","SW",3,"8","15","100.0000000000000000"
"2010","5","2010-May","4","W",2,"4","5","80.0000000000000000"
"2010","5","2010-May","4","W",3,"1","5","100.0000000000000000"
"2010","5","2010-May","5","E",1,"25","29","86.2068965517241379"
"2010","5","2010-May","5","E",3,"4","29","100.0000000000000000"
"2010","5","2010-May","5","N",1,"11","36","30.5555555555555556"
"2010","5","2010-May","5","N",2,"11","36","61.1111111111111112"
"2010","5","2010-May","5","N",3,"9","36","86.1111111111111112"
"2010","5","2010-May","5","N",4,"4","36","97.2222222222222223"
"2010","5","2010-May","5","N",5,"1","36","100.0000000000000001"
"2010","5","2010-May","5","NE",1,"40","67","59.7014925373134328"
"2010","5","2010-May","5","NE",2,"21","67","91.0447761194029850"
"2010","5","2010-May","5","NE",3,"6","67","99.9999999999999999"
"2010","5","2010-May","5","NW",2,"10","16","62.5000000000000000"
"2010","5","2010-May","5","NW",3,"5","16","93.7500000000000000"
"2010","5","2010-May","5","NW",5,"1","16","100.0000000000000000"
"2010","5","2010-May","5","S",1,"2","32","6.2500000000000000"
"2010","5","2010-May","5","S",2,"24","32","81.2500000000000000"
"2010","5","2010-May","5","S",3,"5","32","96.8750000000000000"
"2010","5","2010-May","5","S",4,"1","32","100.0000000000000000"
"2010","5","2010-May","5","SE",1,"8","49","16.3265306122448980"
"2010","5","2010-May","5","SE",2,"25","49","67.3469387755102041"
"2010","5","2010-May","5","SE",3,"15","49","97.9591836734693878"
"2010","5","2010-May","5","SE",4,"1","49","100.0000000000000000"
"2010","5","2010-May","5","SW",1,"4","10","40.0000000000000000"
"2010","5","2010-May","5","SW",2,"4","10","80.0000000000000000"
"2010","5","2010-May","5","SW",3,"2","10","100.0000000000000000"
"2010","5","2010-May","5","W",1,"2","14","14.2857142857142857"
"2010","5","2010-May","5","W",2,"4","14","42.8571428571428571"
"2010","5","2010-May","5","W",3,"8","14","100.0000000000000000"
"2010","5","2010-May","6","E",1,"21","62","33.8709677419354839"
"2010","5","2010-May","6","E",2,"18","62","62.9032258064516129"
"2010","5","2010-May","6","E",3,"12","62","82.2580645161290323"
"2010","5","2010-May","6","E",4,"11","62","100.0000000000000000"
"2010","5","2010-May","6","N",1,"5","9","55.5555555555555556"
"2010","5","2010-May","6","N",2,"2","9","77.7777777777777778"
"2010","5","2010-May","6","N",3,"2","9","100.0000000000000000"
"2010","5","2010-May","6","NE",1,"5","27","18.5185185185185185"
"2010","5","2010-May","6","NE",2,"8","27","48.1481481481481481"
"2010","5","2010-May","6","NE",3,"12","27","92.5925925925925925"
"2010","5","2010-May","6","NE",4,"2","27","99.9999999999999999"
"2010","5","2010-May","6","NW",1,"2","10","20.0000000000000000"
"2010","5","2010-May","6","NW",2,"1","10","30.0000000000000000"
"2010","5","2010-May","6","NW",3,"6","10","90.0000000000000000"
"2010","5","2010-May","6","NW",4,"1","10","100.0000000000000000"
"2010","5","2010-May","6","S",1,"4","9","44.4444444444444444"
"2010","5","2010-May","6","S",2,"1","9","55.5555555555555555"
"2010","5","2010-May","6","S",3,"3","9","88.8888888888888888"
"2010","5","2010-May","6","S",4,"1","9","99.9999999999999999"
"2010","5","2010-May","6","SE",1,"15","47","31.9148936170212766"
"2010","5","2010-May","6","SE",2,"11","47","55.3191489361702128"
"2010","5","2010-May","6","SE",3,"9","47","74.4680851063829788"
"2010","5","2010-May","6","SE",4,"10","47","95.7446808510638299"
"2010","5","2010-May","6","SE",5,"2","47","100.0000000000000001"
"2010","5","2010-May","6","SW",1,"1","31","3.2258064516129032"
"2010","5","2010-May","6","SW",2,"9","31","32.2580645161290322"
"2010","5","2010-May","6","SW",3,"18","31","90.3225806451612903"
"2010","5","2010-May","6","SW",4,"3","31","100.0000000000000000"
"2010","5","2010-May","6","W",2,"8","18","44.4444444444444444"
"2010","5","2010-May","6","W",3,"10","18","100.0000000000000000"
"2010","5","2010-May","7","E",1,"29","50","58.0000000000000000"
"2010","5","2010-May","7","E",2,"17","50","92.0000000000000000"
"2010","5","2010-May","7","E",3,"2","50","96.0000000000000000"
"2010","5","2010-May","7","E",4,"2","50","100.0000000000000000"
"2010","5","2010-May","7","N",1,"3","10","30.0000000000000000"
"2010","5","2010-May","7","N",2,"4","10","70.0000000000000000"
"2010","5","2010-May","7","N",3,"2","10","90.0000000000000000"
"2010","5","2010-May","7","N",5,"1","10","100.0000000000000000"
"2010","5","2010-May","7","NE",1,"11","24","45.8333333333333333"
"2010","5","2010-May","7","NE",2,"7","24","75.0000000000000000"
"2010","5","2010-May","7","NE",3,"6","24","100.0000000000000000"
"2010","5","2010-May","7","NW",1,"1","15","6.6666666666666667"
"2010","5","2010-May","7","NW",2,"2","15","20.0000000000000000"
"2010","5","2010-May","7","NW",3,"10","15","86.6666666666666667"
"2010","5","2010-May","7","NW",4,"2","15","100.0000000000000000"
"2010","5","2010-May","7","S",1,"3","64","4.6875000000000000"
"2010","5","2010-May","7","S",2,"22","64","39.0625000000000000"
"2010","5","2010-May","7","S",3,"24","64","76.5625000000000000"
"2010","5","2010-May","7","S",4,"14","64","98.4375000000000000"
"2010","5","2010-May","7","S",5,"1","64","100.0000000000000000"
"2010","5","2010-May","7","SE",1,"14","116","12.0689655172413793"
"2010","5","2010-May","7","SE",2,"60","116","63.7931034482758621"
"2010","5","2010-May","7","SE",3,"36","116","94.8275862068965518"
"2010","5","2010-May","7","SE",4,"6","116","100.0000000000000001"
"2010","5","2010-May","7","SW",1,"1","4","25.0000000000000000"
"2010","5","2010-May","7","SW",2,"1","4","50.0000000000000000"
"2010","5","2010-May","7","SW",4,"2","4","100.0000000000000000"
"2010","5","2010-May","7","W",2,"4","5","80.0000000000000000"
"2010","5","2010-May","7","W",3,"1","5","100.0000000000000000"
"2010","5","2010-May","8","E",1,"11","21","52.3809523809523810"
"2010","5","2010-May","8","E",2,"9","21","95.2380952380952381"
"2010","5","2010-May","8","E",3,"1","21","100.0000000000000000"
"2010","5","2010-May","8","N",1,"20","21","95.2380952380952381"
"2010","5","2010-May","8","N",2,"1","21","100.0000000000000000"
"2010","5","2010-May","8","NE",1,"17","26","65.3846153846153846"
"2010","5","2010-May","8","NE",2,"9","26","100.0000000000000000"
"2010","5","2010-May","8","NW",2,"2","2","100.0000000000000000"
"2010","5","2010-May","8","S",1,"4","55","7.2727272727272727"
"2010","5","2010-May","8","S",2,"1","55","9.0909090909090909"
"2010","5","2010-May","8","S",3,"25","55","54.5454545454545454"
"2010","5","2010-May","8","S",4,"21","55","92.7272727272727272"
"2010","5","2010-May","8","S",5,"3","55","98.1818181818181817"
"2010","5","2010-May","8","S",6,"1","55","99.9999999999999999"
"2010","5","2010-May","8","SE",1,"16","123","13.0081300813008130"
"2010","5","2010-May","8","SE",2,"47","123","51.2195121951219512"
"2010","5","2010-May","8","SE",3,"44","123","86.9918699186991870"
"2010","5","2010-May","8","SE",4,"16","123","100.0000000000000000"
"2010","5","2010-May","8","SW",1,"2","24","8.3333333333333333"
"2010","5","2010-May","8","SW",2,"5","24","29.1666666666666666"
"2010","5","2010-May","8","SW",3,"16","24","95.8333333333333333"
"2010","5","2010-May","8","SW",4,"1","24","100.0000000000000000"
"2010","5","2010-May","8","W",1,"6","10","60.0000000000000000"
"2010","5","2010-May","8","W",2,"2","10","80.0000000000000000"
"2010","5","2010-May","8","W",3,"2","10","100.0000000000000000"
"2010","5","2010-May","9","E",1,"14","26","53.8461538461538462"
"2010","5","2010-May","9","E",2,"9","26","88.4615384615384616"
"2010","5","2010-May","9","E",3,"3","26","100.0000000000000001"
"2010","5","2010-May","9","N",1,"3","5","60.0000000000000000"
"2010","5","2010-May","9","N",2,"2","5","100.0000000000000000"
"2010","5","2010-May","9","NE",1,"30","48","62.5000000000000000"
"2010","5","2010-May","9","NE",2,"18","48","100.0000000000000000"
"2010","5","2010-May","9","NW",1,"5","5","100.0000000000000000"
"2010","5","2010-May","9","S",1,"19","74","25.6756756756756757"
"2010","5","2010-May","9","S",2,"20","74","52.7027027027027027"
"2010","5","2010-May","9","S",3,"17","74","75.6756756756756757"
"2010","5","2010-May","9","S",4,"16","74","97.2972972972972973"
"2010","5","2010-May","9","S",5,"2","74","100.0000000000000000"
"2010","5","2010-May","9","SE",1,"21","74","28.3783783783783784"
"2010","5","2010-May","9","SE",2,"15","74","48.6486486486486487"
"2010","5","2010-May","9","SE",3,"22","74","78.3783783783783784"
"2010","5","2010-May","9","SE",4,"12","74","94.5945945945945946"
"2010","5","2010-May","9","SE",5,"3","74","98.6486486486486487"
"2010","5","2010-May","9","SE",6,"1","74","100.0000000000000001"
"2010","5","2010-May","9","SW",1,"5","21","23.8095238095238095"
"2010","5","2010-May","9","SW",2,"15","21","95.2380952380952381"
"2010","5","2010-May","9","SW",3,"1","21","100.0000000000000000"
"2010","5","2010-May","9","W",1,"3","9","33.3333333333333333"
"2010","5","2010-May","9","W",2,"6","9","100.0000000000000000"
"2010","5","2010-May","10","E",1,"23","40","57.5000000000000000"
"2010","5","2010-May","10","E",2,"15","40","95.0000000000000000"
"2010","5","2010-May","10","E",3,"2","40","100.0000000000000000"
"2010","5","2010-May","10","N",1,"15","29","51.7241379310344828"
"2010","5","2010-May","10","N",2,"13","29","96.5517241379310345"
"2010","5","2010-May","10","N",3,"1","29","100.0000000000000000"
"2010","5","2010-May","10","NE",1,"28","39","71.7948717948717949"
"2010","5","2010-May","10","NE",2,"5","39","84.6153846153846154"
"2010","5","2010-May","10","NE",3,"5","39","97.4358974358974359"
"2010","5","2010-May","10","NE",4,"1","39","100.0000000000000000"
"2010","5","2010-May","10","NW",1,"7","17","41.1764705882352941"
"2010","5","2010-May","10","NW",2,"8","17","88.2352941176470588"
"2010","5","2010-May","10","NW",3,"2","17","100.0000000000000000"
"2010","5","2010-May","10","S",1,"10","53","18.8679245283018868"
"2010","5","2010-May","10","S",2,"15","53","47.1698113207547170"
"2010","5","2010-May","10","S",3,"18","53","81.1320754716981132"
"2010","5","2010-May","10","S",4,"10","53","100.0000000000000000"
"2010","5","2010-May","10","SE",1,"9","48","18.7500000000000000"
"2010","5","2010-May","10","SE",2,"21","48","62.5000000000000000"
"2010","5","2010-May","10","SE",3,"14","48","91.6666666666666667"
"2010","5","2010-May","10","SE",4,"4","48","100.0000000000000000"
"2010","5","2010-May","10","SW",1,"5","24","20.8333333333333333"
"2010","5","2010-May","10","SW",2,"14","24","79.1666666666666666"
"2010","5","2010-May","10","SW",3,"4","24","95.8333333333333333"
"2010","5","2010-May","10","SW",4,"1","24","100.0000000000000000"
"2010","5","2010-May","10","W",1,"2","19","10.5263157894736842"
"2010","5","2010-May","10","W",2,"12","19","73.6842105263157895"
"2010","5","2010-May","10","W",3,"5","19","100.0000000000000000"
"2010","5","2010-May","11","E",1,"44","103","42.7184466019417476"
"2010","5","2010-May","11","E",2,"38","103","79.6116504854368932"
"2010","5","2010-May","11","E",3,"21","103","100.0000000000000000"
"2010","5","2010-May","11","N",1,"8","29","27.5862068965517241"
"2010","5","2010-May","11","N",2,"12","29","68.9655172413793103"
"2010","5","2010-May","11","N",3,"9","29","100.0000000000000000"
"2010","5","2010-May","11","NE",1,"42","67","62.6865671641791045"
"2010","5","2010-May","11","NE",2,"20","67","92.5373134328358209"
"2010","5","2010-May","11","NE",3,"5","67","100.0000000000000000"
"2010","5","2010-May","11","NW",1,"1","8","12.5000000000000000"
"2010","5","2010-May","11","NW",2,"4","8","62.5000000000000000"
"2010","5","2010-May","11","NW",3,"3","8","100.0000000000000000"
"2010","5","2010-May","11","S",2,"9","11","81.8181818181818182"
"2010","5","2010-May","11","S",3,"2","11","100.0000000000000000"
"2010","5","2010-May","11","SE",1,"14","55","25.4545454545454545"
"2010","5","2010-May","11","SE",2,"30","55","80.0000000000000000"
"2010","5","2010-May","11","SE",3,"6","55","90.9090909090909091"
"2010","5","2010-May","11","SE",4,"3","55","96.3636363636363636"
"2010","5","2010-May","11","SE",5,"2","55","100.0000000000000000"
"2010","5","2010-May","11","SW",1,"2","8","25.0000000000000000"
"2010","5","2010-May","11","SW",2,"6","8","100.0000000000000000"
"2010","5","2010-May","11","W",1,"2","4","50.0000000000000000"
"2010","5","2010-May","11","W",2,"1","4","75.0000000000000000"
"2010","5","2010-May","11","W",3,"1","4","100.0000000000000000"
"2010","5","2010-May","12","E",1,"23","95","24.2105263157894737"
"2010","5","2010-May","12","E",2,"15","95","40.0000000000000000"
"2010","5","2010-May","12","E",3,"31","95","72.6315789473684211"
"2010","5","2010-May","12","E",4,"24","95","97.8947368421052632"
"2010","5","2010-May","12","E",5,"1","95","98.9473684210526316"
"2010","5","2010-May","12","E",6,"1","95","100.0000000000000000"
"2010","5","2010-May","12","N",1,"16","21","76.1904761904761905"
"2010","5","2010-May","12","N",2,"4","21","95.2380952380952381"
"2010","5","2010-May","12","N",3,"1","21","100.0000000000000000"
"2010","5","2010-May","12","NE",1,"10","40","25.0000000000000000"
"2010","5","2010-May","12","NE",2,"15","40","62.5000000000000000"
"2010","5","2010-May","12","NE",3,"13","40","95.0000000000000000"
"2010","5","2010-May","12","NE",4,"2","40","100.0000000000000000"
"2010","5","2010-May","12","NW",1,"1","3","33.3333333333333333"
"2010","5","2010-May","12","NW",2,"2","3","100.0000000000000000"
"2010","5","2010-May","12","S",1,"4","15","26.6666666666666667"
"2010","5","2010-May","12","S",3,"5","15","60.0000000000000000"
"2010","5","2010-May","12","S",4,"3","15","80.0000000000000000"
"2010","5","2010-May","12","S",5,"3","15","100.0000000000000000"
"2010","5","2010-May","12","SE",1,"13","97","13.4020618556701031"
"2010","5","2010-May","12","SE",2,"18","97","31.9587628865979382"
"2010","5","2010-May","12","SE",3,"47","97","80.4123711340206186"
"2010","5","2010-May","12","SE",4,"15","97","95.8762886597938145"
"2010","5","2010-May","12","SE",5,"4","97","100.0000000000000001"
"2010","5","2010-May","12","SW",1,"2","4","50.0000000000000000"
"2010","5","2010-May","12","SW",2,"2","4","100.0000000000000000"
"2010","5","2010-May","12","W",1,"2","3","66.6666666666666667"
"2010","5","2010-May","12","W",2,"1","3","100.0000000000000000"
"2010","5","2010-May","13","E",1,"23","69","33.3333333333333333"
"2010","5","2010-May","13","E",2,"32","69","79.7101449275362319"
"2010","5","2010-May","13","E",3,"10","69","94.2028985507246377"
"2010","5","2010-May","13","E",4,"4","69","100.0000000000000000"
"2010","5","2010-May","13","N",2,"2","5","40.0000000000000000"
"2010","5","2010-May","13","N",3,"2","5","80.0000000000000000"
"2010","5","2010-May","13","N",5,"1","5","100.0000000000000000"
"2010","5","2010-May","13","NE",1,"11","65","16.9230769230769231"
"2010","5","2010-May","13","NE",2,"18","65","44.6153846153846154"
"2010","5","2010-May","13","NE",3,"17","65","70.7692307692307692"
"2010","5","2010-May","13","NE",4,"18","65","98.4615384615384615"
"2010","5","2010-May","13","NE",5,"1","65","100.0000000000000000"
"2010","5","2010-May","13","NW",2,"2","2","100.0000000000000000"
"2010","5","2010-May","13","S",1,"1","5","20.0000000000000000"
"2010","5","2010-May","13","S",2,"2","5","60.0000000000000000"
"2010","5","2010-May","13","S",3,"1","5","80.0000000000000000"
"2010","5","2010-May","13","S",4,"1","5","100.0000000000000000"
"2010","5","2010-May","13","SE",1,"14","141","9.9290780141843972"
"2010","5","2010-May","13","SE",2,"68","141","58.1560283687943263"
"2010","5","2010-May","13","SE",3,"40","141","86.5248226950354611"
"2010","5","2010-May","13","SE",4,"16","141","97.8723404255319150"
"2010","5","2010-May","13","SE",5,"3","141","100.0000000000000001"
"2010","5","2010-May","13","SW",2,"1","1","100.0000000000000000"
"2010","5","2010-May","14","E",1,"19","34","55.8823529411764706"
"2010","5","2010-May","14","E",2,"11","34","88.2352941176470588"
"2010","5","2010-May","14","E",3,"4","34","100.0000000000000000"
"2010","5","2010-May","14","N",1,"9","17","52.9411764705882353"
"2010","5","2010-May","14","N",2,"7","17","94.1176470588235294"
"2010","5","2010-May","14","N",5,"1","17","100.0000000000000000"
"2010","5","2010-May","14","NE",1,"19","39","48.7179487179487179"
"2010","5","2010-May","14","NE",2,"17","39","92.3076923076923076"
"2010","5","2010-May","14","NE",3,"3","39","99.9999999999999999"
"2010","5","2010-May","14","NW",1,"13","27","48.1481481481481481"
"2010","5","2010-May","14","NW",2,"4","27","62.9629629629629629"
"2010","5","2010-May","14","NW",3,"7","27","88.8888888888888888"
"2010","5","2010-May","14","NW",4,"3","27","99.9999999999999999"
"2010","5","2010-May","14","S",2,"2","37","5.4054054054054054"
"2010","5","2010-May","14","S",3,"3","37","13.5135135135135135"
"2010","5","2010-May","14","S",4,"9","37","37.8378378378378378"
"2010","5","2010-May","14","S",5,"20","37","91.8918918918918919"
"2010","5","2010-May","14","S",6,"3","37","100.0000000000000000"
"2010","5","2010-May","14","SE",1,"2","88","2.2727272727272727"
"2010","5","2010-May","14","SE",2,"30","88","36.3636363636363636"
"2010","5","2010-May","14","SE",3,"36","88","77.2727272727272727"
"2010","5","2010-May","14","SE",4,"18","88","97.7272727272727272"
"2010","5","2010-May","14","SE",5,"2","88","99.9999999999999999"
"2010","5","2010-May","14","SW",1,"1","13","7.6923076923076923"
"2010","5","2010-May","14","SW",2,"5","13","46.1538461538461538"
"2010","5","2010-May","14","SW",3,"3","13","69.2307692307692307"
"2010","5","2010-May","14","SW",4,"3","13","92.3076923076923076"
"2010","5","2010-May","14","SW",6,"1","13","99.9999999999999999"
"2010","5","2010-May","14","W",1,"5","23","21.7391304347826087"
"2010","5","2010-May","14","W",2,"6","23","47.8260869565217391"
"2010","5","2010-May","14","W",3,"10","23","91.3043478260869565"
"2010","5","2010-May","14","W",4,"2","23","100.0000000000000000"
"2010","5","2010-May","15","E",1,"20","47","42.5531914893617021"
"2010","5","2010-May","15","E",2,"20","47","85.1063829787234042"
"2010","5","2010-May","15","E",3,"7","47","99.9999999999999999"
"2010","5","2010-May","15","N",1,"9","15","60.0000000000000000"
"2010","5","2010-May","15","N",2,"5","15","93.3333333333333333"
"2010","5","2010-May","15","N",3,"1","15","100.0000000000000000"
"2010","5","2010-May","15","NE",1,"28","33","84.8484848484848485"
"2010","5","2010-May","15","NE",2,"3","33","93.9393939393939394"
"2010","5","2010-May","15","NE",3,"2","33","100.0000000000000000"
"2010","5","2010-May","15","NW",1,"5","11","45.4545454545454545"
"2010","5","2010-May","15","NW",2,"3","11","72.7272727272727272"
"2010","5","2010-May","15","NW",3,"3","11","99.9999999999999999"
"2010","5","2010-May","15","S",1,"9","49","18.3673469387755102"
"2010","5","2010-May","15","S",2,"4","49","26.5306122448979592"
"2010","5","2010-May","15","S",3,"4","49","34.6938775510204082"
"2010","5","2010-May","15","S",4,"9","49","53.0612244897959184"
"2010","5","2010-May","15","S",5,"14","49","81.6326530612244898"
"2010","5","2010-May","15","S",6,"8","49","97.9591836734693878"
"2010","5","2010-May","15","S",7,"1","49","100.0000000000000000"
"2010","5","2010-May","15","SE",1,"14","87","16.0919540229885057"
"2010","5","2010-May","15","SE",2,"22","87","41.3793103448275862"
"2010","5","2010-May","15","SE",3,"30","87","75.8620689655172414"
"2010","5","2010-May","15","SE",4,"12","87","89.6551724137931035"
"2010","5","2010-May","15","SE",5,"5","87","95.4022988505747127"
"2010","5","2010-May","15","SE",6,"3","87","98.8505747126436782"
"2010","5","2010-May","15","SE",7,"1","87","100.0000000000000000"
"2010","5","2010-May","15","SW",1,"4","19","21.0526315789473684"
"2010","5","2010-May","15","SW",2,"4","19","42.1052631578947368"
"2010","5","2010-May","15","SW",3,"4","19","63.1578947368421052"
"2010","5","2010-May","15","SW",4,"5","19","89.4736842105263157"
"2010","5","2010-May","15","SW",5,"2","19","99.9999999999999999"
"2010","5","2010-May","15","W",1,"3","13","23.0769230769230769"
"2010","5","2010-May","15","W",2,"7","13","76.9230769230769231"
"2010","5","2010-May","15","W",3,"3","13","100.0000000000000000"
"2010","5","2010-May","16","E",1,"13","29","44.8275862068965517"
"2010","5","2010-May","16","E",2,"16","29","100.0000000000000000"
"2010","5","2010-May","16","N",1,"25","33","75.7575757575757576"
"2010","5","2010-May","16","N",2,"6","33","93.9393939393939394"
"2010","5","2010-May","16","N",3,"1","33","96.9696969696969697"
"2010","5","2010-May","16","N",4,"1","33","100.0000000000000000"
"2010","5","2010-May","16","NE",1,"29","37","78.3783783783783784"
"2010","5","2010-May","16","NE",2,"7","37","97.2972972972972973"
"2010","5","2010-May","16","NE",3,"1","37","100.0000000000000000"
"2010","5","2010-May","16","NW",1,"7","19","36.8421052631578947"
"2010","5","2010-May","16","NW",2,"3","19","52.6315789473684210"
"2010","5","2010-May","16","NW",3,"7","19","89.4736842105263157"
"2010","5","2010-May","16","NW",4,"2","19","99.9999999999999999"
"2010","5","2010-May","16","S",1,"4","69","5.7971014492753623"
"2010","5","2010-May","16","S",2,"8","69","17.3913043478260869"
"2010","5","2010-May","16","S",3,"28","69","57.9710144927536231"
"2010","5","2010-May","16","S",4,"21","69","88.4057971014492753"
"2010","5","2010-May","16","S",5,"7","69","98.5507246376811594"
"2010","5","2010-May","16","S",6,"1","69","100.0000000000000000"
"2010","5","2010-May","16","SE",1,"6","73","8.2191780821917808"
"2010","5","2010-May","16","SE",2,"30","73","49.3150684931506849"
"2010","5","2010-May","16","SE",3,"33","73","94.5205479452054794"
"2010","5","2010-May","16","SE",4,"3","73","98.6301369863013698"
"2010","5","2010-May","16","SE",5,"1","73","99.9999999999999999"
"2010","5","2010-May","16","SW",1,"2","18","11.1111111111111111"
"2010","5","2010-May","16","SW",2,"2","18","22.2222222222222222"
"2010","5","2010-May","16","SW",3,"11","18","83.3333333333333333"
"2010","5","2010-May","16","SW",4,"3","18","100.0000000000000000"
"2010","5","2010-May","16","W",1,"4","10","40.0000000000000000"
"2010","5","2010-May","16","W",2,"4","10","80.0000000000000000"
"2010","5","2010-May","16","W",3,"2","10","100.0000000000000000"
"2010","5","2010-May","17","E",1,"17","55","30.9090909090909091"
"2010","5","2010-May","17","E",2,"26","55","78.1818181818181818"
"2010","5","2010-May","17","E",3,"9","55","94.5454545454545454"
"2010","5","2010-May","17","E",4,"3","55","99.9999999999999999"
"2010","5","2010-May","17","NE",1,"5","18","27.7777777777777778"
"2010","5","2010-May","17","NE",2,"12","18","94.4444444444444445"
"2010","5","2010-May","17","NE",3,"1","18","100.0000000000000001"
"2010","5","2010-May","17","S",1,"17","55","30.9090909090909091"
"2010","5","2010-May","17","S",2,"2","55","34.5454545454545455"
"2010","5","2010-May","17","S",3,"9","55","50.9090909090909091"
"2010","5","2010-May","17","S",4,"11","55","70.9090909090909091"
"2010","5","2010-May","17","S",5,"14","55","96.3636363636363636"
"2010","5","2010-May","17","S",6,"2","55","100.0000000000000000"
"2010","5","2010-May","17","SE",1,"3","149","2.0134228187919463"
"2010","5","2010-May","17","SE",2,"36","149","26.1744966442953020"
"2010","5","2010-May","17","SE",3,"71","149","73.8255033557046980"
"2010","5","2010-May","17","SE",4,"34","149","96.6442953020134228"
"2010","5","2010-May","17","SE",5,"4","149","99.3288590604026845"
"2010","5","2010-May","17","SE",6,"1","149","99.99999999999999993624"
"2010","5","2010-May","17","SW",1,"6","10","60.0000000000000000"
"2010","5","2010-May","17","SW",2,"3","10","90.0000000000000000"
"2010","5","2010-May","17","SW",3,"1","10","100.0000000000000000"
"2010","5","2010-May","18","E",1,"13","26","50.0000000000000000"
"2010","5","2010-May","18","E",2,"13","26","100.0000000000000000"
"2010","5","2010-May","18","N",1,"7","15","46.6666666666666667"
"2010","5","2010-May","18","N",2,"4","15","73.3333333333333334"
"2010","5","2010-May","18","N",3,"4","15","100.0000000000000001"
"2010","5","2010-May","18","NE",1,"13","22","59.0909090909090909"
"2010","5","2010-May","18","NE",2,"9","22","100.0000000000000000"
"2010","5","2010-May","18","NW",1,"2","4","50.0000000000000000"
"2010","5","2010-May","18","NW",2,"2","4","100.0000000000000000"
"2010","5","2010-May","18","S",1,"15","89","16.8539325842696629"
"2010","5","2010-May","18","S",2,"31","89","51.6853932584269663"
"2010","5","2010-May","18","S",3,"32","89","87.6404494382022472"
"2010","5","2010-May","18","S",4,"10","89","98.8764044943820225"
"2010","5","2010-May","18","S",5,"1","89","100.0000000000000000"
"2010","5","2010-May","18","SE",1,"33","111","29.7297297297297297"
"2010","5","2010-May","18","SE",2,"43","111","68.4684684684684684"
"2010","5","2010-May","18","SE",3,"25","111","90.9909909909909909"
"2010","5","2010-May","18","SE",4,"8","111","98.1981981981981981"
"2010","5","2010-May","18","SE",5,"2","111","99.9999999999999999"
"2010","5","2010-May","18","SW",1,"10","17","58.8235294117647059"
"2010","5","2010-May","18","SW",2,"7","17","100.0000000000000000"
"2010","5","2010-May","18","W",2,"2","2","100.0000000000000000"
"2010","5","2010-May","19","E",1,"29","63","46.0317460317460317"
"2010","5","2010-May","19","E",2,"30","63","93.6507936507936507"
"2010","5","2010-May","19","E",3,"4","63","99.9999999999999999"
"2010","5","2010-May","19","N",1,"2","3","66.6666666666666667"
"2010","5","2010-May","19","N",2,"1","3","100.0000000000000000"
"2010","5","2010-May","19","NE",1,"12","20","60.0000000000000000"
"2010","5","2010-May","19","NE",2,"8","20","100.0000000000000000"
"2010","5","2010-May","19","NW",1,"1","2","50.0000000000000000"
"2010","5","2010-May","19","NW",2,"1","2","100.0000000000000000"
"2010","5","2010-May","19","S",1,"9","48","18.7500000000000000"
"2010","5","2010-May","19","S",2,"17","48","54.1666666666666667"
"2010","5","2010-May","19","S",3,"18","48","91.6666666666666667"
"2010","5","2010-May","19","S",4,"4","48","100.0000000000000000"
"2010","5","2010-May","19","SE",1,"27","78","34.6153846153846154"
"2010","5","2010-May","19","SE",2,"40","78","85.8974358974358975"
"2010","5","2010-May","19","SE",3,"7","78","94.8717948717948719"
"2010","5","2010-May","19","SE",4,"4","78","100.0000000000000001"
"2010","5","2010-May","19","SW",1,"10","47","21.2765957446808511"
"2010","5","2010-May","19","SW",2,"25","47","74.4680851063829788"
"2010","5","2010-May","19","SW",3,"10","47","95.7446808510638299"
"2010","5","2010-May","19","SW",4,"2","47","100.0000000000000001"
"2010","5","2010-May","19","W",1,"3","20","15.0000000000000000"
"2010","5","2010-May","19","W",2,"12","20","75.0000000000000000"
"2010","5","2010-May","19","W",3,"5","20","100.0000000000000000"
"2010","5","2010-May","20","E",1,"24","32","75.0000000000000000"
"2010","5","2010-May","20","E",2,"8","32","100.0000000000000000"
"2010","5","2010-May","20","N",1,"7","26","26.9230769230769231"
"2010","5","2010-May","20","N",2,"11","26","69.2307692307692308"
"2010","5","2010-May","20","N",3,"8","26","100.0000000000000000"
"2010","5","2010-May","20","NE",1,"23","43","53.4883720930232558"
"2010","5","2010-May","20","NE",2,"16","43","90.6976744186046511"
"2010","5","2010-May","20","NE",3,"4","43","99.9999999999999999"
"2010","5","2010-May","20","NW",1,"4","8","50.0000000000000000"
"2010","5","2010-May","20","NW",2,"1","8","62.5000000000000000"
"2010","5","2010-May","20","NW",3,"2","8","87.5000000000000000"
"2010","5","2010-May","20","NW",4,"1","8","100.0000000000000000"
"2010","5","2010-May","20","S",1,"21","84","25.0000000000000000"
"2010","5","2010-May","20","S",2,"28","84","58.3333333333333333"
"2010","5","2010-May","20","S",3,"16","84","77.3809523809523809"
"2010","5","2010-May","20","S",4,"18","84","98.8095238095238095"
"2010","5","2010-May","20","S",5,"1","84","100.0000000000000000"
"2010","5","2010-May","20","SE",1,"15","47","31.9148936170212766"
"2010","5","2010-May","20","SE",2,"6","47","44.6808510638297872"
