"year","month","year_month","day","cardinal_direction","speed_bin","count_speed_bin","count_total","percent_frequency"
"2010","5","2010-May","11","NW",3,"3","8","37.5000000000000000"
"2010","5","2010-May","11","S",2,"9","11","81.8181818181818182"
"2010","5","2010-May","11","S",3,"2","11","18.1818181818181818"
"2010","5","2010-May","11","SE",1,"14","55","25.4545454545454545"
"2010","5","2010-May","11","SE",2,"30","55","54.5454545454545455"
"2010","5","2010-May","11","SE",3,"6","55","10.9090909090909091"
"2010","5","2010-May","11","SE",4,"3","55","5.4545454545454545"
"2010","5","2010-May","11","SE",5,"2","55","3.6363636363636364"
"2010","5","2010-May","11","SW",1,"2","8","25.0000000000000000"
"2010","5","2010-May","11","SW",2,"6","8","75.0000000000000000"
"2010","5","2010-May","11","W",1,"2","4","50.0000000000000000"
"2010","5","2010-May","11","W",2,"1","4","25.0000000000000000"
"2010","5","2010-May","11","W",3,"1","4","25.0000000000000000"
"2010","5","2010-May","12","E",1,"23","95","24.2105263157894737"
"2010","5","2010-May","12","E",2,"15","95","15.7894736842105263"
"2010","5","2010-May","12","E",3,"31","95","32.6315789473684211"
"2010","5","2010-May","12","E",4,"24","95","25.2631578947368421"
"2010","5","2010-May","12","E",5,"1","95","1.0526315789473684"
"2010","5","2010-May","12","E",6,"1","95","1.0526315789473684"
"2010","5","2010-May","12","N",1,"16","21","76.1904761904761905"
"2010","5","2010-May","12","N",2,"4","21","19.0476190476190476"
"2010","5","2010-May","12","N",3,"1","21","4.7619047619047619"
"2010","5","2010-May","12","NE",1,"10","40","25.0000000000000000"
"2010","5","2010-May","12","NE",2,"15","40","37.5000000000000000"
"2010","5","2010-May","12","NE",3,"13","40","32.5000000000000000"
"2010","5","2010-May","12","NE",4,"2","40","5.0000000000000000"
"2010","5","2010-May","12","NW",1,"1","3","33.3333333333333333"
"2010","5","2010-May","12","NW",2,"2","3","66.6666666666666667"
"2010","5","2010-May","12","S",1,"4","15","26.6666666666666667"
"2010","5","2010-May","12","S",3,"5","15","33.3333333333333333"
"2010","5","2010-May","12","S",4,"3","15","20.0000000000000000"
"2010","5","2010-May","12","S",5,"3","15","20.0000000000000000"
"2010","5","2010-May","12","SE",1,"13","97","13.4020618556701031"
"2010","5","2010-May","12","SE",2,"18","97","18.5567010309278351"
"2010","5","2010-May","12","SE",3,"47","97","48.4536082474226804"
"2010","5","2010-May","12","SE",4,"15","97","15.4639175257731959"
"2010","5","2010-May","12","SE",5,"4","97","4.1237113402061856"
"2010","5","2010-May","12","SW",1,"2","4","50.0000000000000000"
"2010","5","2010-May","12","SW",2,"2","4","50.0000000000000000"
"2010","5","2010-May","12","W",1,"2","3","66.6666666666666667"
"2010","5","2010-May","12","W",2,"1","3","33.3333333333333333"
"2010","5","2010-May","13","E",1,"23","69","33.3333333333333333"
"2010","5","2010-May","13","E",2,"32","69","46.3768115942028986"
"2010","5","2010-May","13","E",3,"10","69","14.4927536231884058"
"2010","5","2010-May","13","E",4,"4","69","5.7971014492753623"
"2010","5","2010-May","13","N",2,"2","5","40.0000000000000000"
"2010","5","2010-May","13","N",3,"2","5","40.0000000000000000"
"2010","5","2010-May","13","N",5,"1","5","20.0000000000000000"
"2010","5","2010-May","13","NE",1,"11","65","16.9230769230769231"
"2010","5","2010-May","13","NE",2,"18","65","27.6923076923076923"
"2010","5","2010-May","13","NE",3,"17","65","26.1538461538461538"
"2010","5","2010-May","13","NE",4,"18","65","27.6923076923076923"
"2010","5","2010-May","13","NE",5,"1","65","1.5384615384615385"
"2010","5","2010-May","13","NW",2,"2","2","100.0000000000000000"
"2010","5","2010-May","13","S",1,"1","5","20.0000000000000000"
"2010","5","2010-May","13","S",2,"2","5","40.0000000000000000"
"2010","5","2010-May","13","S",3,"1","5","20.0000000000000000"
"2010","5","2010-May","13","S",4,"1","5","20.0000000000000000"
"2010","5","2010-May","13","SE",1,"14","141","9.9290780141843972"
"2010","5","2010-May","13","SE",2,"68","141","48.2269503546099291"
"2010","5","2010-May","13","SE",3,"40","141","28.3687943262411348"
"2010","5","2010-May","13","SE",4,"16","141","11.3475177304964539"
"2010","5","2010-May","13","SE",5,"3","141","2.1276595744680851"
"2010","5","2010-May","13","SW",2,"1","1","100.0000000000000000"
"2010","5","2010-May","14","E",1,"19","34","55.8823529411764706"
"2010","5","2010-May","14","E",2,"11","34","32.3529411764705882"
"2010","5","2010-May","14","E",3,"4","34","11.7647058823529412"
"2010","5","2010-May","14","N",1,"9","17","52.9411764705882353"
"2010","5","2010-May","14","N",2,"7","17","41.1764705882352941"
"2010","5","2010-May","14","N",5,"1","17","5.8823529411764706"
"2010","5","2010-May","14","NE",1,"19","39","48.7179487179487179"
"2010","5","2010-May","14","NE",2,"17","39","43.5897435897435897"
"2010","5","2010-May","14","NE",3,"3","39","7.6923076923076923"
"2010","5","2010-May","14","NW",1,"13","27","48.1481481481481481"
"2010","5","2010-May","14","NW",2,"4","27","14.8148148148148148"
"2010","5","2010-May","14","NW",3,"7","27","25.9259259259259259"
"2010","5","2010-May","14","NW",4,"3","27","11.1111111111111111"
"2010","5","2010-May","14","S",2,"2","37","5.4054054054054054"
"2010","5","2010-May","14","S",3,"3","37","8.1081081081081081"
"2010","5","2010-May","14","S",4,"9","37","24.3243243243243243"
"2010","5","2010-May","14","S",5,"20","37","54.0540540540540541"
"2010","5","2010-May","14","S",6,"3","37","8.1081081081081081"
"2010","5","2010-May","14","SE",1,"2","88","2.2727272727272727"
"2010","5","2010-May","14","SE",2,"30","88","34.0909090909090909"
"2010","5","2010-May","14","SE",3,"36","88","40.9090909090909091"
"2010","5","2010-May","14","SE",4,"18","88","20.4545454545454545"
"2010","5","2010-May","14","SE",5,"2","88","2.2727272727272727"
"2010","5","2010-May","14","SW",1,"1","13","7.6923076923076923"
"2010","5","2010-May","14","SW",2,"5","13","38.4615384615384615"
"2010","5","2010-May","14","SW",3,"3","13","23.0769230769230769"
"2010","5","2010-May","14","SW",4,"3","13","23.0769230769230769"
"2010","5","2010-May","14","SW",6,"1","13","7.6923076923076923"
"2010","5","2010-May","14","W",1,"5","23","21.7391304347826087"
"2010","5","2010-May","14","W",2,"6","23","26.0869565217391304"
"2010","5","2010-May","14","W",3,"10","23","43.4782608695652174"
"2010","5","2010-May","14","W",4,"2","23","8.6956521739130435"
"2010","5","2010-May","15","E",1,"20","47","42.5531914893617021"
"2010","5","2010-May","15","E",2,"20","47","42.5531914893617021"
"2010","5","2010-May","15","E",3,"7","47","14.8936170212765957"
"2010","5","2010-May","15","N",1,"9","15","60.0000000000000000"
"2010","5","2010-May","15","N",2,"5","15","33.3333333333333333"
"2010","5","2010-May","15","N",3,"1","15","6.6666666666666667"
"2010","5","2010-May","15","NE",1,"28","33","84.8484848484848485"
"2010","5","2010-May","15","NE",2,"3","33","9.0909090909090909"
"2010","5","2010-May","15","NE",3,"2","33","6.0606060606060606"
"2010","5","2010-May","15","NW",1,"5","11","45.4545454545454545"
"2010","5","2010-May","15","NW",2,"3","11","27.2727272727272727"
"2010","5","2010-May","15","NW",3,"3","11","27.2727272727272727"
"2010","5","2010-May","15","S",1,"9","49","18.3673469387755102"
"2010","5","2010-May","15","S",2,"4","49","8.1632653061224490"
"2010","5","2010-May","15","S",3,"4","49","8.1632653061224490"
"2010","5","2010-May","15","S",4,"9","49","18.3673469387755102"
"2010","5","2010-May","15","S",5,"14","49","28.5714285714285714"
"2010","5","2010-May","15","S",6,"8","49","16.3265306122448980"
"2010","5","2010-May","15","S",7,"1","49","2.0408163265306122"
"2010","5","2010-May","15","SE",1,"14","87","16.0919540229885057"
"2010","5","2010-May","15","SE",2,"22","87","25.2873563218390805"
"2010","5","2010-May","15","SE",3,"30","87","34.4827586206896552"
"2010","5","2010-May","15","SE",4,"12","87","13.7931034482758621"
"2010","5","2010-May","15","SE",5,"5","87","5.7471264367816092"
"2010","5","2010-May","15","SE",6,"3","87","3.4482758620689655"
"2010","5","2010-May","15","SE",7,"1","87","1.1494252873563218"
"2010","5","2010-May","15","SW",1,"4","19","21.0526315789473684"
"2010","5","2010-May","15","SW",2,"4","19","21.0526315789473684"
"2010","5","2010-May","15","SW",3,"4","19","21.0526315789473684"
"2010","5","2010-May","15","SW",4,"5","19","26.3157894736842105"
"2010","5","2010-May","15","SW",5,"2","19","10.5263157894736842"
"2010","5","2010-May","15","W",1,"3","13","23.0769230769230769"
"2010","5","2010-May","15","W",2,"7","13","53.8461538461538462"
"2010","5","2010-May","15","W",3,"3","13","23.0769230769230769"
"2010","5","2010-May","16","E",1,"13","29","44.8275862068965517"
"2010","5","2010-May","16","E",2,"16","29","55.1724137931034483"
"2010","5","2010-May","16","N",1,"25","33","75.7575757575757576"
"2010","5","2010-May","16","N",2,"6","33","18.1818181818181818"
"2010","5","2010-May","16","N",3,"1","33","3.0303030303030303"
"2010","5","2010-May","16","N",4,"1","33","3.0303030303030303"
"2010","5","2010-May","16","NE",1,"29","37","78.3783783783783784"
"2010","5","2010-May","16","NE",2,"7","37","18.9189189189189189"
"2010","5","2010-May","16","NE",3,"1","37","2.7027027027027027"
"2010","5","2010-May","16","NW",1,"7","19","36.8421052631578947"
"2010","5","2010-May","16","NW",2,"3","19","15.7894736842105263"
"2010","5","2010-May","16","NW",3,"7","19","36.8421052631578947"
"2010","5","2010-May","16","NW",4,"2","19","10.5263157894736842"
"2010","5","2010-May","16","S",1,"4","69","5.7971014492753623"
"2010","5","2010-May","16","S",2,"8","69","11.5942028985507246"
"2010","5","2010-May","16","S",3,"28","69","40.5797101449275362"
"2010","5","2010-May","16","S",4,"21","69","30.4347826086956522"
"2010","5","2010-May","16","S",5,"7","69","10.1449275362318841"
"2010","5","2010-May","16","S",6,"1","69","1.4492753623188406"
"2010","5","2010-May","16","SE",1,"6","73","8.2191780821917808"
"2010","5","2010-May","16","SE",2,"30","73","41.0958904109589041"
"2010","5","2010-May","16","SE",3,"33","73","45.2054794520547945"
"2010","5","2010-May","16","SE",4,"3","73","4.1095890410958904"
"2010","5","2010-May","16","SE",5,"1","73","1.3698630136986301"
"2010","5","2010-May","16","SW",1,"2","18","11.1111111111111111"
"2010","5","2010-May","16","SW",2,"2","18","11.1111111111111111"
"2010","5","2010-May","16","SW",3,"11","18","61.1111111111111111"
"2010","5","2010-May","16","SW",4,"3","18","16.6666666666666667"
"2010","5","2010-May","16","W",1,"4","10","40.0000000000000000"
"2010","5","2010-May","16","W",2,"4","10","40.0000000000000000"
"2010","5","2010-May","16","W",3,"2","10","20.0000000000000000"
"2010","5","2010-May","17","E",1,"17","55","30.9090909090909091"
"2010","5","2010-May","17","E",2,"26","55","47.2727272727272727"
"2010","5","2010-May","17","E",3,"9","55","16.3636363636363636"
"2010","5","2010-May","17","E",4,"3","55","5.4545454545454545"
"2010","5","2010-May","17","NE",1,"5","18","27.7777777777777778"
"2010","5","2010-May","17","NE",2,"12","18","66.6666666666666667"
"2010","5","2010-May","17","NE",3,"1","18","5.5555555555555556"
"2010","5","2010-May","17","S",1,"17","55","30.9090909090909091"
"2010","5","2010-May","17","S",2,"2","55","3.6363636363636364"
"2010","5","2010-May","17","S",3,"9","55","16.3636363636363636"
"2010","5","2010-May","17","S",4,"11","55","20.0000000000000000"
"2010","5","2010-May","17","S",5,"14","55","25.4545454545454545"
"2010","5","2010-May","17","S",6,"2","55","3.6363636363636364"
"2010","5","2010-May","17","SE",1,"3","149","2.0134228187919463"
"2010","5","2010-May","17","SE",2,"36","149","24.1610738255033557"
"2010","5","2010-May","17","SE",3,"71","149","47.6510067114093960"
"2010","5","2010-May","17","SE",4,"34","149","22.8187919463087248"
"2010","5","2010-May","17","SE",5,"4","149","2.6845637583892617"
"2010","5","2010-May","17","SE",6,"1","149","0.67114093959731543624"
"2010","5","2010-May","17","SW",1,"6","10","60.0000000000000000"
"2010","5","2010-May","17","SW",2,"3","10","30.0000000000000000"
"2010","5","2010-May","17","SW",3,"1","10","10.0000000000000000"
"2010","5","2010-May","18","E",1,"13","26","50.0000000000000000"
"2010","5","2010-May","18","E",2,"13","26","50.0000000000000000"
"2010","5","2010-May","18","N",1,"7","15","46.6666666666666667"
"2010","5","2010-May","18","N",2,"4","15","26.6666666666666667"
"2010","5","2010-May","18","N",3,"4","15","26.6666666666666667"
"2010","5","2010-May","18","NE",1,"13","22","59.0909090909090909"
"2010","5","2010-May","18","NE",2,"9","22","40.9090909090909091"
"2010","5","2010-May","18","NW",1,"2","4","50.0000000000000000"
"2010","5","2010-May","18","NW",2,"2","4","50.0000000000000000"
"2010","5","2010-May","18","S",1,"15","89","16.8539325842696629"
"2010","5","2010-May","18","S",2,"31","89","34.8314606741573034"
"2010","5","2010-May","18","S",3,"32","89","35.9550561797752809"
"2010","5","2010-May","18","S",4,"10","89","11.2359550561797753"
"2010","5","2010-May","18","S",5,"1","89","1.1235955056179775"
"2010","5","2010-May","18","SE",1,"33","111","29.7297297297297297"
"2010","5","2010-May","18","SE",2,"43","111","38.7387387387387387"
"2010","5","2010-May","18","SE",3,"25","111","22.5225225225225225"
"2010","5","2010-May","18","SE",4,"8","111","7.2072072072072072"
"2010","5","2010-May","18","SE",5,"2","111","1.8018018018018018"
"2010","5","2010-May","18","SW",1,"10","17","58.8235294117647059"
"2010","5","2010-May","18","SW",2,"7","17","41.1764705882352941"
"2010","5","2010-May","18","W",2,"2","2","100.0000000000000000"
"2010","5","2010-May","19","E",1,"29","63","46.0317460317460317"
"2010","5","2010-May","19","E",2,"30","63","47.6190476190476190"
"2010","5","2010-May","19","E",3,"4","63","6.3492063492063492"
"2010","5","2010-May","19","N",1,"2","3","66.6666666666666667"
"2010","5","2010-May","19","N",2,"1","3","33.3333333333333333"
"2010","5","2010-May","19","NE",1,"12","20","60.0000000000000000"
"2010","5","2010-May","19","NE",2,"8","20","40.0000000000000000"
"2010","5","2010-May","19","NW",1,"1","2","50.0000000000000000"
"2010","5","2010-May","19","NW",2,"1","2","50.0000000000000000"
"2010","5","2010-May","19","S",1,"9","48","18.7500000000000000"
"2010","5","2010-May","19","S",2,"17","48","35.4166666666666667"
"2010","5","2010-May","19","S",3,"18","48","37.5000000000000000"
"2010","5","2010-May","19","S",4,"4","48","8.3333333333333333"
"2010","5","2010-May","19","SE",1,"27","78","34.6153846153846154"
"2010","5","2010-May","19","SE",2,"40","78","51.2820512820512821"
"2010","5","2010-May","19","SE",3,"7","78","8.9743589743589744"
"2010","5","2010-May","19","SE",4,"4","78","5.1282051282051282"
"2010","5","2010-May","19","SW",1,"10","47","21.2765957446808511"
"2010","5","2010-May","19","SW",2,"25","47","53.1914893617021277"
"2010","5","2010-May","19","SW",3,"10","47","21.2765957446808511"
"2010","5","2010-May","19","SW",4,"2","47","4.2553191489361702"
"2010","5","2010-May","19","W",1,"3","20","15.0000000000000000"
"2010","5","2010-May","19","W",2,"12","20","60.0000000000000000"
"2010","5","2010-May","19","W",3,"5","20","25.0000000000000000"
"2010","5","2010-May","20","E",1,"24","32","75.0000000000000000"
"2010","5","2010-May","20","E",2,"8","32","25.0000000000000000"
"2010","5","2010-May","20","N",1,"7","26","26.9230769230769231"
"2010","5","2010-May","20","N",2,"11","26","42.3076923076923077"
"2010","5","2010-May","20","N",3,"8","26","30.7692307692307692"
"2010","5","2010-May","20","NE",1,"23","43","53.4883720930232558"
"2010","5","2010-May","20","NE",2,"16","43","37.2093023255813953"
"2010","5","2010-May","20","NE",3,"4","43","9.3023255813953488"
"2010","5","2010-May","20","NW",1,"4","8","50.0000000000000000"
"2010","5","2010-May","20","NW",2,"1","8","12.5000000000000000"
"2010","5","2010-May","20","NW",3,"2","8","25.0000000000000000"
"2010","5","2010-May","20","NW",4,"1","8","12.5000000000000000"
"2010","5","2010-May","20","S",1,"21","84","25.0000000000000000"
"2010","5","2010-May","20","S",2,"28","84","33.3333333333333333"
"2010","5","2010-May","20","S",3,"16","84","19.0476190476190476"
"2010","5","2010-May","20","S",4,"18","84","21.4285714285714286"
"2010","5","2010-May","20","S",5,"1","84","1.1904761904761905"
"2010","5","2010-May","20","SE",1,"15","47","31.9148936170212766"
"2010","5","2010-May","20","SE",2,"6","47","12.7659574468085106"
"2010","5","2010-May","20","SE",3,"15","47","31.9148936170212766"
"2010","5","2010-May","20","SE",4,"11","47","23.4042553191489362"
"2010","5","2010-May","20","SW",1,"1","16","6.2500000000000000"
"2010","5","2010-May","20","SW",2,"11","16","68.7500000000000000"
"2010","5","2010-May","20","SW",3,"4","16","25.0000000000000000"
"2010","5","2010-May","20","W",1,"8","29","27.5862068965517241"
"2010","5","2010-May","20","W",2,"15","29","51.7241379310344828"
"2010","5","2010-May","20","W",3,"6","29","20.6896551724137931"
"2010","5","2010-May","21","E",1,"13","24","54.1666666666666667"
"2010","5","2010-May","21","E",2,"11","24","45.8333333333333333"
"2010","5","2010-May","21","N",1,"22","40","55.0000000000000000"
"2010","5","2010-May","21","N",2,"18","40","45.0000000000000000"
"2010","5","2010-May","21","NE",1,"7","12","58.3333333333333333"
"2010","5","2010-May","21","NE",2,"5","12","41.6666666666666667"
"2010","5","2010-May","21","NW",1,"14","24","58.3333333333333333"
"2010","5","2010-May","21","NW",2,"9","24","37.5000000000000000"
"2010","5","2010-May","21","NW",4,"1","24","4.1666666666666667"
"2010","5","2010-May","21","S",1,"3","79","3.7974683544303797"
"2010","5","2010-May","21","S",2,"15","79","18.9873417721518987"
"2010","5","2010-May","21","S",3,"36","79","45.5696202531645570"
"2010","5","2010-May","21","S",4,"23","79","29.1139240506329114"
"2010","5","2010-May","21","S",5,"2","79","2.5316455696202532"
"2010","5","2010-May","21","SE",1,"11","48","22.9166666666666667"
"2010","5","2010-May","21","SE",2,"14","48","29.1666666666666667"
"2010","5","2010-May","21","SE",3,"14","48","29.1666666666666667"
"2010","5","2010-May","21","SE",4,"8","48","16.6666666666666667"
"2010","5","2010-May","21","SE",5,"1","48","2.0833333333333333"
"2010","5","2010-May","21","SW",1,"6","34","17.6470588235294118"
"2010","5","2010-May","21","SW",2,"20","34","58.8235294117647059"
"2010","5","2010-May","21","SW",3,"8","34","23.5294117647058824"
"2010","5","2010-May","21","W",1,"7","21","33.3333333333333333"
"2010","5","2010-May","21","W",2,"13","21","61.9047619047619048"
"2010","5","2010-May","21","W",3,"1","21","4.7619047619047619"
"2010","5","2010-May","22","E",1,"27","39","69.2307692307692308"
"2010","5","2010-May","22","E",2,"9","39","23.0769230769230769"
"2010","5","2010-May","22","E",3,"3","39","7.6923076923076923"
"2010","5","2010-May","22","N",1,"4","18","22.2222222222222222"
"2010","5","2010-May","22","N",2,"9","18","50.0000000000000000"
"2010","5","2010-May","22","N",3,"5","18","27.7777777777777778"
"2010","5","2010-May","22","NE",1,"20","36","55.5555555555555556"
"2010","5","2010-May","22","NE",2,"16","36","44.4444444444444444"
"2010","5","2010-May","22","NW",1,"5","38","13.1578947368421053"
"2010","5","2010-May","22","NW",2,"16","38","42.1052631578947368"
"2010","5","2010-May","22","NW",3,"14","38","36.8421052631578947"
"2010","5","2010-May","22","NW",4,"3","38","7.8947368421052632"
"2010","5","2010-May","22","S",1,"8","33","24.2424242424242424"
"2010","5","2010-May","22","S",2,"23","33","69.6969696969696970"
"2010","5","2010-May","22","S",3,"2","33","6.0606060606060606"
"2010","5","2010-May","22","SE",1,"17","42","40.4761904761904762"
"2010","5","2010-May","22","SE",2,"23","42","54.7619047619047619"
"2010","5","2010-May","22","SE",3,"2","42","4.7619047619047619"
"2010","5","2010-May","22","SW",1,"1","20","5.0000000000000000"
"2010","5","2010-May","22","SW",2,"5","20","25.0000000000000000"
"2010","5","2010-May","22","SW",3,"12","20","60.0000000000000000"
"2010","5","2010-May","22","SW",4,"2","20","10.0000000000000000"
"2010","5","2010-May","22","W",1,"6","57","10.5263157894736842"
"2010","5","2010-May","22","W",2,"10","57","17.5438596491228070"
"2010","5","2010-May","22","W",3,"28","57","49.1228070175438596"
"2010","5","2010-May","22","W",4,"13","57","22.8070175438596491"
"2010","5","2010-May","23","E",1,"22","52","42.3076923076923077"
"2010","5","2010-May","23","E",2,"30","52","57.6923076923076923"
"2010","5","2010-May","23","N",1,"2","2","100.0000000000000000"
"2010","5","2010-May","23","NE",1,"5","5","100.0000000000000000"
"2010","5","2010-May","23","NW",1,"2","3","66.6666666666666667"
"2010","5","2010-May","23","NW",2,"1","3","33.3333333333333333"
"2010","5","2010-May","23","S",1,"6","24","25.0000000000000000"
"2010","5","2010-May","23","S",2,"11","24","45.8333333333333333"
"2010","5","2010-May","23","S",3,"7","24","29.1666666666666667"
"2010","5","2010-May","23","SE",1,"11","33","33.3333333333333333"
"2010","5","2010-May","23","SE",2,"18","33","54.5454545454545455"
"2010","5","2010-May","23","SE",3,"4","33","12.1212121212121212"
"2010","5","2010-May","23","SW",1,"6","91","6.5934065934065934"
"2010","5","2010-May","23","SW",2,"18","91","19.7802197802197802"
"2010","5","2010-May","23","SW",3,"47","91","51.6483516483516484"
"2010","5","2010-May","23","SW",4,"18","91","19.7802197802197802"
"2010","5","2010-May","23","SW",5,"2","91","2.1978021978021978"
"2010","5","2010-May","23","W",1,"6","74","8.1081081081081081"
"2010","5","2010-May","23","W",2,"17","74","22.9729729729729730"
"2010","5","2010-May","23","W",3,"34","74","45.9459459459459459"
"2010","5","2010-May","23","W",4,"14","74","18.9189189189189189"
"2010","5","2010-May","23","W",5,"3","74","4.0540540540540541"
"2010","5","2010-May","24","E",1,"20","48","41.6666666666666667"
"2010","5","2010-May","24","E",2,"28","48","58.3333333333333333"
"2010","5","2010-May","24","N",1,"1","1","100.0000000000000000"
"2010","5","2010-May","24","NE",1,"8","10","80.0000000000000000"
"2010","5","2010-May","24","NE",2,"2","10","20.0000000000000000"
"2010","5","2010-May","24","NW",1,"2","2","100.0000000000000000"
"2010","5","2010-May","24","S",1,"12","18","66.6666666666666667"
"2010","5","2010-May","24","S",2,"6","18","33.3333333333333333"
"2010","5","2010-May","24","SE",1,"7","10","70.0000000000000000"
"2010","5","2010-May","24","SE",2,"3","10","30.0000000000000000"
"2010","5","2010-May","24","SW",1,"10","131","7.6335877862595420"
"2010","5","2010-May","24","SW",2,"56","131","42.7480916030534351"
"2010","5","2010-May","24","SW",3,"60","131","45.8015267175572519"
"2010","5","2010-May","24","SW",4,"5","131","3.8167938931297710"
"2010","5","2010-May","24","W",1,"16","63","25.3968253968253968"
"2010","5","2010-May","24","W",2,"5","63","7.9365079365079365"
"2010","5","2010-May","24","W",3,"30","63","47.6190476190476190"
"2010","5","2010-May","24","W",4,"12","63","19.0476190476190476"
"2010","5","2010-May","25","E",1,"21","62","33.8709677419354839"
"2010","5","2010-May","25","E",2,"41","62","66.1290322580645161"
"2010","5","2010-May","25","N",2,"1","3","33.3333333333333333"
"2010","5","2010-May","25","N",3,"2","3","66.6666666666666667"
"2010","5","2010-May","25","NE",1,"4","5","80.0000000000000000"
"2010","5","2010-May","25","NE",2,"1","5","20.0000000000000000"
"2010","5","2010-May","25","NW",1,"1","6","16.6666666666666667"
"2010","5","2010-May","25","NW",2,"4","6","66.6666666666666667"
"2010","5","2010-May","25","NW",3,"1","6","16.6666666666666667"
"2010","5","2010-May","25","S",1,"1","26","3.8461538461538462"
"2010","5","2010-May","25","S",2,"16","26","61.5384615384615385"
"2010","5","2010-May","25","S",3,"8","26","30.7692307692307692"
"2010","5","2010-May","25","S",4,"1","26","3.8461538461538462"
"2010","5","2010-May","25","SE",1,"8","32","25.0000000000000000"
"2010","5","2010-May","25","SE",2,"21","32","65.6250000000000000"
"2010","5","2010-May","25","SE",3,"3","32","9.3750000000000000"
"2010","5","2010-May","25","SW",1,"13","91","14.2857142857142857"
"2010","5","2010-May","25","SW",2,"54","91","59.3406593406593407"
"2010","5","2010-May","25","SW",3,"24","91","26.3736263736263736"
"2010","5","2010-May","25","W",1,"7","62","11.2903225806451613"
"2010","5","2010-May","25","W",2,"24","62","38.7096774193548387"
"2010","5","2010-May","25","W",3,"29","62","46.7741935483870968"
"2010","5","2010-May","25","W",4,"2","62","3.2258064516129032"
"2010","5","2010-May","26","E",1,"12","40","30.0000000000000000"
"2010","5","2010-May","26","E",2,"15","40","37.5000000000000000"
"2010","5","2010-May","26","E",3,"4","40","10.0000000000000000"
"2010","5","2010-May","26","E",4,"5","40","12.5000000000000000"
"2010","5","2010-May","26","E",5,"3","40","7.5000000000000000"
"2010","5","2010-May","26","E",7,"1","40","2.5000000000000000"
"2010","5","2010-May","26","N",1,"9","20","45.0000000000000000"
"2010","5","2010-May","26","N",2,"7","20","35.0000000000000000"
"2010","5","2010-May","26","N",3,"4","20","20.0000000000000000"
"2010","5","2010-May","26","NE",1,"15","37","40.5405405405405405"
"2010","5","2010-May","26","NE",2,"20","37","54.0540540540540541"
"2010","5","2010-May","26","NE",3,"2","37","5.4054054054054054"
"2010","5","2010-May","26","NW",1,"5","5","100.0000000000000000"
"2010","5","2010-May","26","S",1,"1","69","1.4492753623188406"
"2010","5","2010-May","26","S",2,"15","69","21.7391304347826087"
"2010","5","2010-May","26","S",3,"32","69","46.3768115942028986"
"2010","5","2010-May","26","S",4,"12","69","17.3913043478260870"
"2010","5","2010-May","26","S",5,"9","69","13.0434782608695652"
"2010","5","2010-May","26","SE",1,"12","99","12.1212121212121212"
"2010","5","2010-May","26","SE",2,"34","99","34.3434343434343434"
"2010","5","2010-May","26","SE",3,"33","99","33.3333333333333333"
"2010","5","2010-May","26","SE",4,"11","99","11.1111111111111111"
"2010","5","2010-May","26","SE",5,"7","99","7.0707070707070707"
"2010","5","2010-May","26","SE",6,"1","99","1.0101010101010101"
"2010","5","2010-May","26","SE",7,"1","99","1.0101010101010101"
"2010","5","2010-May","26","SW",1,"9","12","75.0000000000000000"
"2010","5","2010-May","26","SW",2,"3","12","25.0000000000000000"
"2010","5","2010-May","26","W",1,"3","4","75.0000000000000000"
"2010","5","2010-May","26","W",2,"1","4","25.0000000000000000"
"2010","5","2010-May","27","E",1,"45","91","49.4505494505494505"
"2010","5","2010-May","27","E",2,"45","91","49.4505494505494505"
"2010","5","2010-May","27","E",3,"1","91","1.0989010989010989"
"2010","5","2010-May","27","N",1,"6","24","25.0000000000000000"
"2010","5","2010-May","27","N",2,"4","24","16.6666666666666667"
"2010","5","2010-May","27","N",3,"11","24","45.8333333333333333"
"2010","5","2010-May","27","N",4,"3","24","12.5000000000000000"
"2010","5","2010-May","27","NE",1,"26","45","57.7777777777777778"
"2010","5","2010-May","27","NE",2,"19","45","42.2222222222222222"
"2010","5","2010-May","27","NW",1,"3","8","37.5000000000000000"
"2010","5","2010-May","27","NW",2,"5","8","62.5000000000000000"
"2010","5","2010-May","27","S",1,"3","23","13.0434782608695652"
"2010","5","2010-May","27","S",2,"9","23","39.1304347826086957"
"2010","5","2010-May","27","S",3,"6","23","26.0869565217391304"
"2010","5","2010-May","27","S",4,"5","23","21.7391304347826087"
"2010","5","2010-May","27","SE",1,"14","62","22.5806451612903226"
"2010","5","2010-May","27","SE",2,"39","62","62.9032258064516129"
"2010","5","2010-May","27","SE",3,"6","62","9.6774193548387097"
"2010","5","2010-May","27","SE",4,"1","62","1.6129032258064516"
"2010","5","2010-May","27","SE",5,"2","62","3.2258064516129032"
"2010","5","2010-May","27","SW",1,"2","16","12.5000000000000000"
"2010","5","2010-May","27","SW",2,"9","16","56.2500000000000000"
"2010","5","2010-May","27","SW",3,"5","16","31.2500000000000000"
"2010","5","2010-May","27","W",1,"5","18","27.7777777777777778"
"2010","5","2010-May","27","W",2,"9","18","50.0000000000000000"
"2010","5","2010-May","27","W",3,"4","18","22.2222222222222222"
"2010","5","2010-May","28","E",1,"14","46","30.4347826086956522"
"2010","5","2010-May","28","E",2,"30","46","65.2173913043478261"
"2010","5","2010-May","28","E",3,"1","46","2.1739130434782609"
"2010","5","2010-May","28","E",4,"1","46","2.1739130434782609"
