"year_month","day","hour","wind_speed"
"2010-October","23","7","0.0"
"2010-October","23","7","0.0"
"2010-October","23","7","0.0"
"2010-October","23","7","0.0"
"2010-October","23","7","0.0"
"2010-October","23","8","0.0"
"2010-October","23","8","0.0"
"2010-October","23","8","0.0"
"2010-October","23","8","0.0"
"2010-October","23","8","0.0"
"2010-October","23","8","0.0"
"2010-October","23","8","0.0"
"2010-October","23","8","0.0"
"2010-October","23","8","0.0"
"2010-October","23","8","0.0"
"2010-October","23","8","0.0"
"2010-October","23","9","0.0"
"2010-October","23","9","0.0"
"2010-October","23","9","0.0"
"2010-October","23","9","0.0"
"2010-October","23","9","0.0"
"2010-October","23","9","0.0"
"2010-October","23","18","0.0"
"2010-October","23","19","0.0"
"2010-October","23","19","0.0"
"2010-October","23","20","0.0"
"2010-October","23","20","0.0"
"2010-October","23","20","0.0"
"2010-October","23","20","0.0"
"2010-October","23","20","0.0"
"2010-October","23","20","0.0"
"2010-October","23","20","0.0"
"2010-October","23","21","0.0"
"2010-October","23","21","0.0"
"2010-October","23","21","0.0"
"2010-October","23","22","0.0"
"2010-October","23","22","0.0"
"2010-October","23","22","0.0"
"2010-October","23","22","0.0"
"2010-October","23","22","0.0"
"2010-October","23","22","0.0"
"2010-October","23","22","0.0"
"2010-October","24","2","0.0"
"2010-October","24","2","0.0"
"2010-October","24","3","0.0"
"2010-October","24","3","0.0"
"2010-October","24","3","0.0"
"2010-October","24","7","0.0"
"2010-October","24","21","0.0"
"2010-October","24","21","0.0"
"2010-October","24","21","0.0"
"2010-October","24","21","0.0"
"2010-October","24","21","0.0"
"2010-October","25","2","0.0"
"2010-October","25","2","0.0"
"2010-October","25","2","0.0"
"2010-October","25","3","0.0"
"2010-October","25","3","0.0"
"2010-October","25","3","0.0"
"2010-October","25","3","0.0"
"2010-October","25","3","0.0"
"2010-October","25","4","0.0"
"2010-October","25","4","0.0"
"2010-October","25","4","0.0"
"2010-October","25","5","0.0"
"2010-October","25","5","0.0"
"2010-October","25","6","0.0"
"2010-October","25","6","0.0"
"2010-October","25","6","0.0"
"2010-October","25","6","0.0"
"2010-October","25","6","0.0"
"2010-October","25","6","0.0"
"2010-October","25","6","0.0"
"2010-October","25","6","0.0"
"2010-October","25","6","0.0"
"2010-October","25","19","0.0"
"2010-October","25","19","0.0"
"2010-October","25","19","0.0"
"2010-October","25","19","0.0"
"2010-October","25","20","0.0"
"2010-October","25","20","0.0"
"2010-October","25","20","0.0"
"2010-October","25","20","0.0"
"2010-October","25","20","0.0"
"2010-October","25","20","0.0"
"2010-October","25","20","0.0"
"2010-October","25","20","0.0"
"2010-October","25","20","0.0"
"2010-October","25","20","0.0"
"2010-October","25","21","0.0"
"2010-October","25","21","0.0"
"2010-October","25","21","0.0"
"2010-October","25","21","0.0"
"2010-October","25","21","0.0"
"2010-October","25","21","0.0"
"2010-October","25","21","0.0"
"2010-October","25","21","0.0"
"2010-October","25","21","0.0"
"2010-October","25","21","0.0"
"2010-October","25","21","0.0"
"2010-October","25","21","0.0"
"2010-October","25","22","0.0"
"2010-October","25","22","0.0"
"2010-October","25","22","0.0"
"2010-October","25","22","0.0"
"2010-October","25","22","0.0"
"2010-October","25","22","0.0"
"2010-October","25","22","0.0"
"2010-October","25","22","0.0"
"2010-October","25","22","0.0"
"2010-October","25","22","0.0"
"2010-October","25","22","0.0"
"2010-October","25","22","0.0"
"2010-October","25","23","0.0"
"2010-October","25","23","0.0"
"2010-October","25","23","0.0"
"2010-October","25","23","0.0"
"2010-October","25","23","0.0"
"2010-October","25","23","0.0"
"2010-October","25","23","0.0"
"2010-October","25","23","0.0"
"2010-October","25","23","0.0"
"2010-October","25","23","0.0"
"2010-October","25","23","0.0"
"2010-October","25","23","0.0"
"2010-October","26","0","0.0"
"2010-October","26","0","0.0"
"2010-October","26","0","0.0"
"2010-October","26","0","0.0"
"2010-October","26","0","0.0"
"2010-October","26","0","0.0"
"2010-October","26","0","0.0"
"2010-October","26","0","0.0"
"2010-October","26","0","0.0"
"2010-October","26","0","0.0"
"2010-October","26","0","0.0"
"2010-October","26","0","0.0"
"2010-October","26","1","0.0"
"2010-October","26","1","0.0"
"2010-October","26","1","0.0"
"2010-October","26","1","0.0"
"2010-October","26","1","0.0"
"2010-October","26","1","0.0"
"2010-October","26","1","0.0"
"2010-October","26","1","0.0"
"2010-October","26","1","0.0"
"2010-October","26","1","0.0"
"2010-October","26","1","0.0"
"2010-October","26","1","0.0"
"2010-October","26","2","0.0"
"2010-October","26","2","0.0"
"2010-October","26","2","0.0"
"2010-October","26","2","0.0"
"2010-October","26","2","0.0"
"2010-October","26","2","0.0"
"2010-October","26","2","0.0"
"2010-October","26","2","0.0"
"2010-October","26","2","0.0"
"2010-October","26","2","0.0"
"2010-October","26","2","0.0"
"2010-October","26","2","0.0"
"2010-October","26","3","0.0"
"2010-October","26","3","0.0"
"2010-October","26","3","0.0"
"2010-October","26","3","0.0"
"2010-October","26","3","0.0"
"2010-October","26","3","0.0"
"2010-October","26","3","0.0"
"2010-October","26","3","0.0"
"2010-October","26","3","0.0"
"2010-October","26","3","0.0"
"2010-October","26","3","0.0"
"2010-October","26","3","0.0"
"2010-October","26","4","0.0"
"2010-October","26","4","0.0"
"2010-October","26","4","0.0"
"2010-October","26","4","0.0"
"2010-October","26","4","0.0"
"2010-October","26","4","0.0"
"2010-October","26","4","0.0"
"2010-October","26","4","0.0"
"2010-October","26","4","0.0"
"2010-October","26","4","0.0"
"2010-October","26","4","0.0"
"2010-October","26","4","0.0"
"2010-October","26","5","0.0"
"2010-October","26","5","0.0"
"2010-October","26","5","0.0"
"2010-October","26","5","0.0"
"2010-October","26","5","0.0"
"2010-October","26","5","0.0"
"2010-October","26","5","0.0"
"2010-October","26","5","0.0"
"2010-October","26","5","0.0"
"2010-October","26","5","0.0"
"2010-October","26","5","0.0"
"2010-October","26","5","0.0"
"2010-October","26","6","0.0"
"2010-October","26","6","0.0"
"2010-October","26","6","0.0"
"2010-October","26","6","0.0"
"2010-October","26","6","0.0"
"2010-October","26","6","0.0"
"2010-October","26","6","0.0"
"2010-October","26","6","0.0"
"2010-October","26","6","0.0"
"2010-October","26","6","0.0"
"2010-October","26","6","0.0"
"2010-October","26","6","0.0"
"2010-October","26","7","0.0"
"2010-October","26","7","0.0"
"2010-October","26","7","0.0"
"2010-October","26","7","0.0"
"2010-October","26","7","0.0"
"2010-October","26","7","0.0"
"2010-October","26","7","0.0"
"2010-October","26","7","0.0"
"2010-October","26","7","0.0"
"2010-October","26","7","0.0"
"2010-October","26","7","0.0"
"2010-October","26","7","0.0"
"2010-October","26","21","0.0"
"2010-October","26","22","0.0"
"2010-October","26","22","0.0"
"2010-October","26","22","0.0"
"2010-October","27","0","0.0"
"2010-October","27","1","0.0"
"2010-October","27","1","0.0"
"2010-October","27","4","0.0"
"2010-October","27","4","0.0"
"2010-October","27","4","0.0"
"2010-October","27","4","0.0"
"2010-October","27","4","0.0"
"2010-October","27","4","0.0"
"2010-October","27","4","0.0"
"2010-October","27","4","0.0"
"2010-October","27","5","0.0"
"2010-October","27","5","0.0"
"2010-October","27","5","0.0"
"2010-October","27","5","0.0"
"2010-October","27","5","0.0"
"2010-October","27","5","0.0"
"2010-October","27","5","0.0"
"2010-October","27","5","0.0"
"2010-October","27","5","0.0"
"2010-October","27","5","0.0"
"2010-October","27","5","0.0"
"2010-October","27","5","0.0"
"2010-October","27","6","0.0"
"2010-October","27","6","0.0"
"2010-October","27","6","0.0"
"2010-October","27","6","0.0"
"2010-October","27","6","0.0"
"2010-October","27","6","0.0"
"2010-October","27","6","0.0"
"2010-October","27","6","0.0"
"2010-October","27","6","0.0"
"2010-October","27","6","0.0"
"2010-October","27","6","0.0"
"2010-October","27","6","0.0"
"2010-October","27","7","0.0"
"2010-October","27","7","0.0"
"2010-October","27","7","0.0"
"2010-October","27","7","0.0"
"2010-October","27","7","0.0"
"2010-October","27","7","0.0"
"2010-October","27","7","0.0"
"2010-October","27","7","0.0"
"2010-October","27","7","0.0"
"2010-October","27","7","0.0"
"2010-October","27","7","0.0"
"2010-October","27","7","0.0"
"2010-October","27","8","0.0"
"2010-October","27","8","0.0"
"2010-October","27","8","0.0"
"2010-October","27","8","0.0"
"2010-October","27","8","0.0"
"2010-October","27","8","0.0"
"2010-October","27","8","0.0"
"2010-October","27","8","0.0"
"2010-October","27","8","0.0"
"2010-October","27","15","0.0"
"2010-October","27","15","0.0"
"2010-October","27","15","0.0"
"2010-October","27","15","0.0"
"2010-October","27","15","0.0"
"2010-October","27","15","0.0"
"2010-October","27","15","0.0"
"2010-October","27","15","0.0"
"2010-October","27","16","0.0"
"2010-October","27","16","0.0"
"2010-October","27","16","0.0"
"2010-October","27","16","0.0"
"2010-October","27","16","0.0"
"2010-October","27","16","0.0"
"2010-October","27","16","0.0"
"2010-October","27","16","0.0"
"2010-October","27","16","0.0"
"2010-October","27","16","0.0"
"2010-October","27","16","0.0"
"2010-October","27","16","0.0"
"2010-October","27","17","0.0"
"2010-October","27","17","0.0"
"2010-October","27","17","0.0"
"2010-October","27","17","0.0"
"2010-October","27","17","0.0"
"2010-October","27","17","0.0"
"2010-October","27","17","0.0"
"2010-October","27","17","0.0"
"2010-October","27","17","0.0"
"2010-October","27","17","0.0"
"2010-October","27","18","0.0"
"2010-October","27","18","0.0"
"2010-October","27","18","0.0"
"2010-October","27","18","0.0"
"2010-October","27","18","0.0"
"2010-October","27","18","0.0"
"2010-October","27","18","0.0"
"2010-October","27","18","0.0"
"2010-October","27","18","0.0"
"2010-October","27","18","0.0"
"2010-October","27","18","0.0"
"2010-October","27","18","0.0"
"2010-October","27","19","0.0"
"2010-October","27","19","0.0"
"2010-October","27","19","0.0"
"2010-October","27","19","0.0"
"2010-October","27","19","0.0"
"2010-October","27","19","0.0"
"2010-October","27","19","0.0"
"2010-October","27","19","0.0"
"2010-October","27","19","0.0"
"2010-October","27","19","0.0"
"2010-October","27","19","0.0"
"2010-October","27","19","0.0"
"2010-October","27","20","0.0"
"2010-October","27","20","0.0"
"2010-October","27","20","0.0"
"2010-October","27","20","0.0"
"2010-October","27","20","0.0"
"2010-October","27","20","0.0"
"2010-October","27","20","0.0"
"2010-October","27","20","0.0"
"2010-October","27","20","0.0"
"2010-October","27","20","0.0"
"2010-October","27","20","0.0"
"2010-October","27","20","0.0"
"2010-October","27","21","0.0"
"2010-October","27","21","0.0"
"2010-October","27","21","0.0"
"2010-October","27","21","0.0"
"2010-October","27","21","0.0"
"2010-October","27","21","0.0"
"2010-October","27","21","0.0"
"2010-October","27","21","0.0"
"2010-October","27","21","0.0"
"2010-October","27","21","0.0"
"2010-October","27","21","0.0"
"2010-October","27","21","0.0"
"2010-October","27","22","0.0"
"2010-October","27","22","0.0"
"2010-October","27","22","0.0"
"2010-October","27","22","0.0"
"2010-October","27","22","0.0"
"2010-October","27","22","0.0"
"2010-October","27","22","0.0"
"2010-October","27","22","0.0"
"2010-October","27","22","0.0"
"2010-October","27","22","0.0"
"2010-October","27","22","0.0"
"2010-October","27","22","0.0"
"2010-October","27","23","0.0"
"2010-October","27","23","0.0"
"2010-October","27","23","0.0"
"2010-October","27","23","0.0"
"2010-October","27","23","0.0"
"2010-October","27","23","0.0"
"2010-October","27","23","0.0"
"2010-October","27","23","0.0"
"2010-October","27","23","0.0"
"2010-October","27","23","0.0"
"2010-October","27","23","0.0"
"2010-October","27","23","0.0"
"2010-October","28","0","0.0"
"2010-October","28","0","0.0"
"2010-October","28","0","0.0"
"2010-October","28","0","0.0"
"2010-October","28","0","0.0"
"2010-October","28","0","0.0"
"2010-October","28","0","0.0"
"2010-October","28","0","0.0"
"2010-October","28","0","0.0"
"2010-October","28","0","0.0"
"2010-October","28","0","0.0"
"2010-October","28","0","0.0"
"2010-October","28","1","0.0"
"2010-October","28","1","0.0"
"2010-October","28","1","0.0"
"2010-October","28","1","0.0"
"2010-October","28","1","0.0"
"2010-October","28","1","0.0"
"2010-October","28","1","0.0"
"2010-October","28","1","0.0"
"2010-October","28","1","0.0"
"2010-October","28","1","0.0"
"2010-October","28","1","0.0"
"2010-October","28","1","0.0"
"2010-October","28","2","0.0"
"2010-October","28","2","0.0"
"2010-October","28","2","0.0"
"2010-October","28","2","0.0"
"2010-October","28","2","0.0"
"2010-October","28","2","0.0"
"2010-October","28","2","0.0"
"2010-October","28","2","0.0"
"2010-October","28","2","0.0"
"2010-October","28","2","0.0"
"2010-October","28","2","0.0"
"2010-October","28","2","0.0"
"2010-October","28","3","0.0"
"2010-October","28","3","0.0"
"2010-October","28","3","0.0"
"2010-October","28","3","0.0"
"2010-October","28","3","0.0"
"2010-October","28","3","0.0"
"2010-October","28","3","0.0"
"2010-October","28","3","0.0"
"2010-October","28","3","0.0"
"2010-October","28","3","0.0"
"2010-October","28","3","0.0"
"2010-October","28","3","0.0"
"2010-October","28","4","0.0"
"2010-October","28","4","0.0"
"2010-October","28","4","0.0"
"2010-October","28","4","0.0"
"2010-October","28","4","0.0"
"2010-October","28","4","0.0"
"2010-October","28","4","0.0"
"2010-October","28","4","0.0"
"2010-October","28","4","0.0"
"2010-October","28","4","0.0"
"2010-October","28","4","0.0"
"2010-October","28","4","0.0"
"2010-October","28","5","0.0"
"2010-October","28","5","0.0"
"2010-October","28","5","0.0"
"2010-October","28","5","0.0"
"2010-October","28","5","0.0"
"2010-October","28","5","0.0"
"2010-October","28","5","0.0"
"2010-October","28","5","0.0"
"2010-October","28","5","0.0"
"2010-October","28","5","0.0"
"2010-October","28","5","0.0"
"2010-October","28","5","0.0"
"2010-October","28","6","0.0"
"2010-October","28","6","0.0"
"2010-October","28","6","0.0"
"2010-October","28","6","0.0"
"2010-October","28","6","0.0"
"2010-October","28","6","0.0"
"2010-October","28","6","0.0"
"2010-October","28","6","0.0"
"2010-October","28","6","0.0"
"2010-October","28","6","0.0"
"2010-October","28","6","0.0"
"2010-October","28","6","0.0"
"2010-October","28","7","0.0"
"2010-October","28","7","0.0"
"2010-October","28","7","0.0"
"2010-October","28","7","0.0"
"2010-October","28","7","0.0"
"2010-October","28","7","0.0"
"2010-October","28","7","0.0"
"2010-October","28","7","0.0"
"2010-October","28","7","0.0"
"2010-October","28","7","0.0"
"2010-October","28","7","0.0"
"2010-October","28","8","0.0"
"2010-October","28","8","0.0"
"2010-October","28","12","0.0"
"2010-October","28","13","0.0"
"2010-October","28","14","0.0"
"2010-October","28","14","0.0"
"2010-October","28","15","0.0"
"2010-October","28","15","0.0"
"2010-October","28","15","0.0"
"2010-October","28","15","0.0"
"2010-October","28","15","0.0"
"2010-October","28","15","0.0"
"2010-October","28","15","0.0"
"2010-October","28","15","0.0"
"2010-October","28","15","0.0"
"2010-October","28","15","0.0"
"2010-October","28","15","0.0"
"2010-October","28","15","0.0"
"2010-October","28","16","0.0"
"2010-October","28","16","0.0"
"2010-October","28","16","0.0"
"2010-October","28","16","0.0"
"2010-October","28","16","0.0"
"2010-October","28","16","0.0"
"2010-October","28","16","0.0"
"2010-October","28","16","0.0"
"2010-October","28","16","0.0"
"2010-October","28","16","0.0"
"2010-October","28","16","0.0"
"2010-October","28","16","0.0"
"2010-October","28","17","0.0"
"2010-October","28","17","0.0"
"2010-October","28","17","0.0"
"2010-October","28","17","0.0"
"2010-October","28","17","0.0"
"2010-October","28","17","0.0"
"2010-October","28","17","0.0"
"2010-October","28","17","0.0"
"2010-October","28","17","0.0"
"2010-October","28","17","0.0"
"2010-October","28","17","0.0"
"2010-October","28","17","0.0"
"2010-October","28","18","0.0"
"2010-October","28","18","0.0"
"2010-October","28","18","0.0"
"2010-October","28","18","0.0"
"2010-October","28","18","0.0"
"2010-October","28","18","0.0"
"2010-October","28","18","0.0"
"2010-October","28","18","0.0"
"2010-October","28","18","0.0"
"2010-October","28","18","0.0"
"2010-October","28","18","0.0"
"2010-October","28","18","0.0"
"2010-October","28","19","0.0"
"2010-October","28","19","0.0"
"2010-October","28","19","0.0"
"2010-October","28","19","0.0"
"2010-October","28","19","0.0"
"2010-October","28","19","0.0"
"2010-October","28","19","0.0"
"2010-October","28","19","0.0"
"2010-October","28","19","0.0"
"2010-October","28","19","0.0"
"2010-October","28","19","0.0"
"2010-October","28","19","0.0"
"2010-October","28","20","0.0"
"2010-October","28","20","0.0"
"2010-October","28","20","0.0"
"2010-October","28","20","0.0"
"2010-October","28","20","0.0"
"2010-October","28","20","0.0"
"2010-October","28","20","0.0"
"2010-October","28","20","0.0"
"2010-October","28","20","0.0"
"2010-October","28","20","0.0"
"2010-October","28","20","0.0"
"2010-October","28","20","0.0"
"2010-October","28","21","0.0"
"2010-October","28","21","0.0"
"2010-October","28","21","0.0"
"2010-October","28","21","0.0"
"2010-October","28","21","0.0"
"2010-October","28","21","0.0"
"2010-October","28","21","0.0"
"2010-October","28","21","0.0"
"2010-October","28","21","0.0"
"2010-October","28","21","0.0"
"2010-October","28","21","0.0"
"2010-October","28","21","0.0"
"2010-October","28","22","0.0"
"2010-October","28","22","0.0"
"2010-October","28","22","0.0"
"2010-October","28","22","0.0"
"2010-October","28","22","0.0"
"2010-October","28","22","0.0"
"2010-October","28","22","0.0"
"2010-October","28","22","0.0"
"2010-October","28","22","0.0"
"2010-October","28","22","0.0"
"2010-October","28","22","0.0"
"2010-October","28","22","0.0"
"2010-October","28","23","0.0"
"2010-October","28","23","0.0"
"2010-October","28","23","0.0"
"2010-October","28","23","0.0"
"2010-October","28","23","0.0"
"2010-October","28","23","0.0"
"2010-October","28","23","0.0"
"2010-October","28","23","0.0"
"2010-October","28","23","0.0"
"2010-October","28","23","0.0"
"2010-October","28","23","0.0"
"2010-October","28","23","0.0"
"2010-October","29","0","0.0"
"2010-October","29","0","0.0"
"2010-October","29","0","0.0"
"2010-October","29","1","0.0"
"2010-October","29","1","0.0"
"2010-October","29","1","0.0"
"2010-October","29","1","0.0"
"2010-October","29","1","0.0"
"2010-October","29","1","0.0"
"2010-October","29","1","0.0"
"2010-October","29","1","0.0"
"2010-October","29","1","0.0"
"2010-October","29","1","0.0"
"2010-October","29","1","0.0"
"2010-October","29","1","0.0"
"2010-October","29","2","0.0"
"2010-October","29","2","0.0"
"2010-October","29","2","0.0"
"2010-October","29","2","0.0"
"2010-October","29","2","0.0"
"2010-October","29","2","0.0"
"2010-October","29","2","0.0"
"2010-October","29","2","0.0"
"2010-October","29","2","0.0"
"2010-October","29","2","0.0"
"2010-October","29","2","0.0"
"2010-October","29","2","0.0"
"2010-October","29","3","0.0"
"2010-October","29","3","0.0"
"2010-October","29","3","0.0"
"2010-October","29","3","0.0"
"2010-October","29","3","0.0"
"2010-October","29","3","0.0"
"2010-October","29","3","0.0"
"2010-October","29","3","0.0"
"2010-October","29","3","0.0"
"2010-October","29","3","0.0"
"2010-October","29","3","0.0"
"2010-October","29","3","0.0"
"2010-October","29","4","0.0"
"2010-October","29","4","0.0"
"2010-October","29","4","0.0"
"2010-October","29","4","0.0"
"2010-October","29","4","0.0"
"2010-October","29","5","0.0"
"2010-October","29","5","0.0"
"2010-October","29","5","0.0"
"2010-October","29","5","0.0"
"2010-October","29","5","0.0"
"2010-October","29","5","0.0"
"2010-October","29","5","0.0"
"2010-October","29","5","0.0"
"2010-October","29","6","0.0"
"2010-October","29","6","0.0"
"2010-October","29","6","0.0"
"2010-October","29","6","0.0"
"2010-October","29","6","0.0"
"2010-October","29","6","0.0"
"2010-October","29","7","0.0"
"2010-October","29","8","0.0"
"2010-October","29","8","0.0"
"2010-October","29","11","0.0"
"2010-October","29","17","0.0"
"2010-October","29","17","0.0"
"2010-October","29","17","0.0"
"2010-October","29","17","0.0"
"2010-October","29","17","0.0"
"2010-October","29","17","0.0"
"2010-October","29","18","0.0"
"2010-October","29","18","0.0"
"2010-October","29","18","0.0"
"2010-October","29","18","0.0"
"2010-October","29","18","0.0"
"2010-October","29","18","0.0"
"2010-October","29","21","0.0"
"2010-October","29","23","0.0"
"2010-October","29","23","0.0"
"2010-October","29","23","0.0"
"2010-October","29","23","0.0"
"2010-October","30","0","0.0"
"2010-October","30","0","0.0"
"2010-October","30","0","0.0"
"2010-October","30","0","0.0"
"2010-October","30","0","0.0"
"2010-October","30","0","0.0"
"2010-October","30","0","0.0"
"2010-October","30","1","0.0"
"2010-October","30","1","0.0"
"2010-October","30","1","0.0"
"2010-October","30","1","0.0"
"2010-October","30","1","0.0"
"2010-October","30","1","0.0"
"2010-October","30","3","0.0"
"2010-October","30","3","0.0"
"2010-October","30","3","0.0"
"2010-October","30","3","0.0"
"2010-October","30","4","0.0"
"2010-October","30","4","0.0"
"2010-October","30","4","0.0"
"2010-October","30","4","0.0"
"2010-October","30","4","0.0"
"2010-October","30","4","0.0"
"2010-October","30","5","0.0"
"2010-October","30","5","0.0"
"2010-October","30","6","0.0"
"2010-October","30","6","0.0"
"2010-October","30","6","0.0"
"2010-October","30","6","0.0"
"2010-October","31","7","0.0"
"2010-October","31","7","0.0"
"2010-October","31","17","0.0"
"2010-October","31","21","0.0"
"2010-October","31","21","0.0"
"2010-October","31","21","0.0"
"2010-October","31","21","0.0"
"2010-October","31","21","0.0"
"2010-October","31","21","0.0"
"2010-October","31","21","0.0"
"2010-October","31","22","0.0"
"2010-October","31","22","0.0"
"2010-October","31","22","0.0"
"2010-October","31","22","0.0"
"2010-October","31","22","0.0"
"2010-October","31","22","0.0"
"2010-October","31","22","0.0"
"2010-October","31","22","0.0"
"2010-October","31","22","0.0"
"2010-October","31","22","0.0"
"2010-October","31","22","0.0"
"2010-October","31","22","0.0"
"2010-October","31","23","0.0"
"2010-October","31","23","0.0"
"2010-October","31","23","0.0"
"2010-October","31","23","0.0"
"2010-October","31","23","0.0"
"2010-October","31","23","0.0"
"2010-October","31","23","0.0"
"2010-October","31","23","0.0"
"2010-October","31","23","0.0"
"2010-October","31","23","0.0"
"2010-October","31","23","0.0"
"2010-October","31","23","0.0"
"2010-September","26","23","0.0"
"2010-September","30","23","0.0"
"2010-September","30","23","0.0"
"2010-September","30","23","0.0"
"2010-September","30","21","0.0"
"2010-September","30","21","0.0"
"2010-September","30","21","0.0"
"2010-September","30","19","0.0"
"2010-September","30","19","0.0"
"2010-September","30","19","0.0"
"2010-September","30","18","0.0"
"2010-September","30","18","0.0"
"2010-September","30","18","0.0"
"2010-September","30","16","0.0"
"2010-September","30","16","0.0"
"2010-September","30","16","0.0"
"2010-September","30","16","0.0"
"2010-September","30","16","0.0"
"2010-September","30","14","0.0"
"2010-September","30","6","0.0"
"2010-September","30","6","0.0"
"2010-September","30","5","0.0"
"2010-September","30","2","0.0"
"2010-September","30","2","0.0"
"2010-September","30","1","0.0"
"2010-September","30","1","0.0"
"2010-September","30","1","0.0"
"2010-September","30","0","0.0"
"2010-September","30","0","0.0"
"2010-September","30","0","0.0"
"2010-September","30","0","0.0"
"2010-September","30","0","0.0"
"2010-September","29","23","0.0"
"2010-September","29","22","0.0"
"2010-September","29","22","0.0"
"2010-September","29","22","0.0"
"2010-September","29","22","0.0"
"2010-September","29","22","0.0"
"2010-September","29","22","0.0"
"2010-September","29","21","0.0"
"2010-September","29","21","0.0"
"2010-September","29","21","0.0"
"2010-September","29","21","0.0"
"2010-September","29","19","0.0"
"2010-September","29","9","0.0"
"2010-September","29","4","0.0"
"2010-September","29","4","0.0"
"2010-September","29","3","0.0"
"2010-September","29","2","0.0"
"2010-September","29","1","0.0"
"2010-September","29","1","0.0"
"2010-September","28","22","0.0"
"2010-September","28","22","0.0"
"2010-September","28","22","0.0"
"2010-September","28","21","0.0"
"2010-September","28","21","0.0"
"2010-September","28","5","0.0"
"2010-September","28","1","0.0"
"2010-September","28","1","0.0"
"2010-September","27","6","0.0"
"2010-September","27","6","0.0"
"2010-September","27","2","0.0"
"2010-September","27","2","0.0"
"2010-September","27","2","0.0"
"2010-September","27","2","0.0"
"2010-September","27","2","0.0"
"2010-September","27","2","0.0"
"2010-September","27","2","0.0"
"2010-September","27","2","0.0"
"2010-September","27","1","0.0"
"2010-September","27","1","0.0"
"2010-September","27","1","0.0"
"2010-September","27","1","0.0"
"2010-September","27","1","0.0"
"2010-September","27","1","0.0"
"2010-September","27","1","0.0"
"2010-September","27","1","0.0"
"2010-September","27","1","0.0"
"2010-September","27","1","0.0"
"2010-September","27","1","0.0"
"2010-September","27","1","0.0"
"2010-September","27","0","0.0"
"2010-September","27","0","0.0"
"2010-September","27","0","0.0"
"2010-September","27","0","0.0"
"2010-September","27","0","0.0"
"2010-September","27","0","0.0"
"2010-September","27","0","0.0"
"2010-September","27","0","0.0"
"2010-September","27","0","0.0"
"2010-September","27","0","0.0"
"2010-September","27","0","0.0"
"2010-September","27","0","0.0"
"2010-September","26","23","0.0"
"2010-September","26","23","0.0"
"2010-September","26","23","0.0"
"2010-September","26","23","0.0"
"2010-September","26","23","0.0"
"2010-September","26","23","0.0"
"2010-September","26","23","0.0"
"2010-September","26","23","0.0"
"2010-September","26","23","0.0"
"2010-September","26","23","0.0"
"2010-September","26","23","0.0"
"2010-September","26","22","0.0"
"2010-September","26","22","0.0"
"2010-September","26","22","0.0"
"2010-September","26","22","0.0"
"2010-September","26","22","0.0"
"2010-September","26","22","0.0"
"2010-September","26","22","0.0"
"2010-September","26","22","0.0"
"2010-September","26","22","0.0"
"2010-September","26","22","0.0"
"2010-September","26","22","0.0"
"2010-September","26","22","0.0"
"2010-September","26","21","0.0"
"2010-September","26","21","0.0"
"2010-September","26","21","0.0"
"2010-September","26","21","0.0"
"2010-September","26","21","0.0"
"2010-September","26","21","0.0"
"2010-September","26","21","0.0"
"2010-September","26","21","0.0"
"2010-September","26","21","0.0"
"2010-September","26","21","0.0"
"2010-September","26","21","0.0"
"2010-September","26","21","0.0"
"2010-September","26","20","0.0"
"2010-September","26","20","0.0"
"2010-September","26","20","0.0"
"2010-September","26","20","0.0"
"2010-September","26","20","0.0"
"2010-September","26","20","0.0"
"2010-September","26","20","0.0"
"2010-September","26","18","0.0"
"2010-September","26","18","0.0"
"2010-September","26","18","0.0"
"2010-September","26","18","0.0"
"2010-September","26","18","0.0"
"2010-September","26","18","0.0"
"2010-September","26","18","0.0"
"2010-September","26","18","0.0"
"2010-September","26","18","0.0"
"2010-September","26","18","0.0"
"2010-September","26","16","0.0"
"2010-September","26","6","0.0"
"2010-September","26","3","0.0"
"2010-September","26","3","0.0"
"2010-September","26","3","0.0"
"2010-September","26","2","0.0"
"2010-September","26","1","0.0"
"2010-September","25","22","0.0"
"2010-September","25","22","0.0"
"2010-September","25","22","0.0"
"2010-September","25","22","0.0"
"2010-September","25","22","0.0"
"2010-September","25","22","0.0"
"2010-September","25","22","0.0"
"2010-September","25","22","0.0"
"2010-September","25","21","0.0"
"2010-September","25","5","0.0"
"2010-September","25","5","0.0"
"2010-September","25","5","0.0"
"2010-September","25","1","0.0"
"2010-September","25","1","0.0"
"2010-September","25","0","0.0"
"2010-September","25","0","0.0"
"2010-September","25","0","0.0"
"2010-September","24","21","0.0"
"2010-September","24","21","0.0"
"2010-September","24","17","0.0"
"2010-September","24","17","0.0"
"2010-September","24","17","0.0"
"2010-September","24","17","0.0"
"2010-September","24","16","0.0"
"2010-September","24","6","0.0"
"2010-September","24","6","0.0"
"2010-September","24","6","0.0"
"2010-September","24","6","0.0"
"2010-September","24","6","0.0"
"2010-September","24","6","0.0"
"2010-September","24","6","0.0"
"2010-September","24","6","0.0"
"2010-September","24","6","0.0"
"2010-September","24","5","0.0"
"2010-September","24","5","0.0"
"2010-September","24","5","0.0"
"2010-September","24","5","0.0"
"2010-September","24","5","0.0"
"2010-September","24","5","0.0"
"2010-September","24","5","0.0"
"2010-September","24","5","0.0"
"2010-September","24","5","0.0"
"2010-September","24","5","0.0"
"2010-September","24","5","0.0"
"2010-September","24","5","0.0"
"2010-September","24","4","0.0"
